id,title,authors,venue,year,source
journals/tods/SchuldtABS02,Atomicity and isolation for transactional processes,"Hans-Jˆrg Schek, Gustavo Alonso, Heiko Schuldt, Catriel Beeri",ACM Trans. Database Syst.,2002,DBLP
conf/sigmod/LometT99,Logical Logging to Extend Recovery to New Domains,"David B. Lomet, Mark R. Tuttle",SIGMOD Conference,1999,DBLP
conf/sigmod/FlokstraKS94,The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language,"Jacek Skowronek, Maurice van Keulen, Jan Flokstra",SIGMOD Conference,1994,DBLP
conf/sigmod/HellersteinHW97,Online Aggregation,"Helen J. Wang, Peter J. Haas, Joseph M. Hellerstein",SIGMOD Conference,1997,DBLP
conf/sigmod/CookKWZ96,"Semi-automatic, Self-adaptive Control of Garbage Collection Rates in Object Databases","Artur Klauser, Alexander L. Wolf, Benjamin G. Zorn, Jonathan E. Cook",SIGMOD Conference,1996,DBLP
conf/vldb/Mihalisin98,A Single Pass Computing Engine for Interactive Analysis of VLDBs,Ted Mihalisin,VLDB,1998,DBLP
conf/vldb/KornSFSP96,Fast Nearest Neighbor Search in Medical Image Databases,"Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos",VLDB,1996,DBLP
journals/sigmod/KlasS94,Metadata for Digital Media: Introduction to the Special Issue,"Amit P. Sheth, Wolfgang Klas",SIGMOD Record,1994,DBLP
journals/sigmod/Darwen96,"In Reply to Domains, relations and Religious Wars",Hugh Darwen,SIGMOD Record,1996,DBLP
conf/vldb/CarinoJ98,Bank of America Case Study: The Information Currency Advantage,"Mark Jahnke, Felipe CariÒo",VLDB,1998,DBLP
journals/vldb/Amer-YahiaCLS02,Tree pattern query minimization,"Divesh Srivastava, SungRan Cho, Laks V. S. Lakshmanan, Sihem Amer-Yahia",VLDB J.,2002,DBLP
conf/sigmod/CareyFZ94,Fine-Grained Sharing in a Page Server OODBMS,"Michael J. Carey, Markos Zaharioudakis, Michael J. Franklin",SIGMOD Conference,1994,DBLP
journals/sigmod/JenningsNF98,ADEPT: An Agent-Based Approach to Business Process Management,"Timothy J. Norman, Nicholas R. Jennings, Peyman Faratin",SIGMOD Record,1998,DBLP
journals/sigmod/Labrinidis01,Introduction to the Career Forum Column,Alexandros Labrinidis,SIGMOD Record,2001,DBLP
conf/sigmod/HsuLG00,Image Mining in IRIS: Integrated Retinal Information System,"Kheng Guan Goh, Wynne Hsu, Mong-Li Lee",SIGMOD Conference,2000,DBLP
conf/sigmod/Melling94,Enterprise Information Architectures -- They're Finally Changing,Wesley P. Melling,SIGMOD Conference,1994,DBLP
conf/vldb/Mattos03,Integrating Information for On Demand Computing,Nelson MendonÁa Mattos,VLDB,2003,DBLP
journals/vldb/BenzakenD95,ThÈmis: A Database Programming Language Handling Integrity Constraints,"Anne Doucet, VÈronique Benzaken",VLDB J.,1995,DBLP
journals/vldb/RamamohanaraoH94,An Introduction to Deductive Database Languages and Systems,"Kotagiri Ramamohanarao, James Harland",VLDB J.,1994,DBLP
conf/vldb/Sripada02,Information Management Challenges from the Aerospace Industry,Suryanarayana M. Sripada,VLDB,2002,DBLP
conf/sigmod/Mohan96,State of the Art in Workflow Management Research and Products,C. Mohan,SIGMOD Conference,1996,DBLP
journals/sigmod/ShethBS99,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",SIGMOD Record,1999,DBLP
journals/sigmod/BargaL02,Phoenix Project: Fault-Tolerant Applications,"Roger S. Barga, David B. Lomet",SIGMOD Record,2002,DBLP
journals/sigmod/HalkidiBV02,Cluster Validity Methods: Part I,"Michalis Vazirgiannis, Yannis Batistakis, Maria Halkidi",SIGMOD Record,2002,DBLP
conf/sigmod/Gettys95,DIRECTV and Oracle Rdb: The Challenges of VLDB Transaction Processing,William L. Gettys,SIGMOD Conference,1995,DBLP
conf/sigmod/ZhangNBB94,Ensuring Relaxed Atomicity for Flexible Transactions in Multidatabase Systems,"Bharat K. Bhargava, Aidong Zhang, Marian H. Nodine, Omran A. Bukhres",SIGMOD Conference,1994,DBLP
conf/sigmod/AndersonBKW98,"Replication, Consistency, and Practicality: Are These Mutually Exclusive?","Avishai Wool, Henry F. Korth, Yuri Breitbart, Todd A. Anderson",SIGMOD Conference,1998,DBLP
conf/vldb/LiuJ02,A-TOPSS - A Publish/Subscribe System Supporting Approximate Matching,"Hans-Arno Jacobsen, Haifeng Liu",VLDB,2002,DBLP
journals/tods/CiacciaP02,Searching in metric spaces with user-defined and approximate distances,"Marco Patella, Paolo Ciaccia",ACM Trans. Database Syst.,2002,DBLP
conf/sigmod/ColbyGLMT96,Algorithms for Deferred View Maintenance,"Leonid Libkin, Inderpal Singh Mumick, Latha S. Colby, Howard Trickey, Timothy Griffin",SIGMOD Conference,1996,DBLP
conf/vldb/PappasC00,Design and Development of a Stream Service in a Heterogenous Client Environment,"Stavros Christodoulakis, Nikos Pappas",VLDB,2000,DBLP
conf/sigmod/FungSG02,COUGAR: the network is the database,"Wai Fu Fung, David Sun, Johannes Gehrke",SIGMOD Conference,2002,DBLP
conf/sigmod/BunemanM95,The Data That You Won't Find in Databases: Tutorial panel on data exchange formats,"David Maier, Peter Buneman",SIGMOD Conference,1995,DBLP
journals/vldb/TorpJS00,Effective Timestamping in Databases,"Christian S. Jensen, Kristian Torp, Richard T. Snodgrass",VLDB J.,2000,DBLP
journals/tods/FernandezKSMT02,SilkRoute: A framework for publishing relational data in XML,"Dan Suciu, Yana Kadiyska, Wang Chiew Tan, Mary F. Fernandez, Atsuyuki Morishima",ACM Trans. Database Syst.,2002,DBLP
conf/vldb/PapadiasTS03,The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,"Dimitris Papadias, Jimeng Sun, Yufei Tao",VLDB,2003,DBLP
journals/sigmod/Widom96b,Editor's Notes,Jennifer Widom,SIGMOD Record,1996,DBLP
conf/vldb/VelegrakisMP03,Mapping Adaptation under Evolving Schemas,"Yannis Velegrakis, Lucian Popa, RenÈe J. Miller",VLDB,2003,DBLP
conf/vldb/QianZXP03,The ND-Tree: A Dynamic Indexing Technique for Multidimensional Non-ordered Discrete Data Spaces,"Gang Qian, Qiang Xue, Sakti Pramanik, Qiang Zhu",VLDB,2003,DBLP
conf/sigmod/Chan98,Transactional Publish / Subscribe: The Proactive Multicast of Database Changes,Arvola Chan,SIGMOD Conference,1998,DBLP
conf/sigmod/GodfreyGXZ01,Exploiting Constraint-Like Data Characterizations in Query Optimization,"Jarek Gryz, Calisto Zuzarte, Parke Godfrey",SIGMOD Conference,2001,DBLP
conf/sigmod/DogacHKOONDMAKE96,METU Interoperable Database System,"Sema Mancuhan, Ismailcem Budak Arpinar, Fatma Ozcan, Pinar Koksal, Asuman Dogac, Gˆkhan ÷zhan, Cevdet Dengi, Ugur Halici, Cem Evrendilek, Sena Nural, Ebru Kilic",SIGMOD Conference,1996,DBLP
conf/vldb/DiwanRSS96,Clustering Techniques for Minimizing External Path Length,"A. A. Diwan, S. Sudarshan, Sanjeeva Rane, S. Seshadri",VLDB,1996,DBLP
conf/vldb/Sterling98,The National Medical Knowledge Bank,Warren Sterling,VLDB,1998,DBLP
journals/vldb/AtluriJY03,Guest editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,DBLP
journals/sigmod/MotroA03,Report on FQAS 2002: fifth international conference on flexible query answering systems,"Amihai Motro, Troels Andreasen",SIGMOD Record,2003,DBLP
conf/vldb/AggarwalY02,An Automated System for Web Portal Personalization,"Philip S. Yu, Charu C. Aggarwal",VLDB,2002,DBLP
conf/vldb/PereiraFJLS01,WebFilter: A High-throughput XML-based Publish and Subscribe System,"FranÁoise Fabret, Dennis Shasha, Hans-Arno Jacobsen, FranÁois Llirbat, Jo„o Pereira",VLDB,2001,DBLP
journals/sigmod/ClementLGMK97,OGDI: Toward Interoperability among Geospatial Databases,"Denis Gouin, Henry Kucera, Christian Larouche, Gilles Clement, Paul Morin",SIGMOD Record,1997,DBLP
journals/sigmod/Franklin00,Editor's Notes,Michael J. Franklin,SIGMOD Record,2000,DBLP
conf/sigmod/KanthAS98,Dimensionality Reduction for Similarity Searching in Dynamic Databases,"Ambuj K. Singh, Kothuri Venkata Ravi Kanth, Divyakant Agrawal",SIGMOD Conference,1998,DBLP
conf/vldb/AdiBEY00,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,DBLP
conf/vldb/Pogue98,Oracle Industrial Exhibit,Amy Pogue,VLDB,1998,DBLP
conf/vldb/AlsabtiRS97,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",VLDB,1997,DBLP
journals/sigmod/Liu01a,Editor's Notes,Ling Liu,SIGMOD Record,2001,DBLP
conf/vldb/PopaVMHF02,Translating Web Data,"RenÈe J. Miller, Ronald Fagin, Yannis Velegrakis, Mauricio A. Hern·ndez, Lucian Popa",VLDB,2002,DBLP
conf/sigmod/Bernstein96,Repository System Engineering,Philip A. Bernstein,SIGMOD Conference,1996,DBLP
journals/sigmod/CeriKKLOSV00,SIGMOD Sister Societies,"Z. Meral ÷zsoyoglu, Stefano Ceri, Victor Vianu, Masaru Kitsuregawa, Leonid A. Kalinichenko, Hongjun Lu, Richard T. Snodgrass",SIGMOD Record,2000,DBLP
journals/vldb/TurkerG01,Semantic integrity support in SQL: 1999 and commercial (object-)relational database management systems,"Michael Gertz, Can T¸rker",VLDB J.,2001,DBLP
journals/vldb/KemperK95,"Adaptable Pointer Swizzling Strategies in Object Bases: Design, Realization, and Quantitative Analysis","Alfons Kemper, Donald Kossmann",VLDB J.,1995,DBLP
conf/sigmod/Cotton02,Implementing XQuery,Paul Cotton,SIGMOD Conference,2002,DBLP
conf/vldb/ChakrabartiSD98,Mining Surprising Patterns Using Temporal Description Length,"Soumen Chakrabarti, Byron Dom, Sunita Sarawagi",VLDB,1998,DBLP
conf/sigmod/GaoW02,Continually evaluating similarity-based pattern queries on a streaming time series,"Like Gao, Xiaoyang Sean Wang",SIGMOD Conference,2002,DBLP
conf/vldb/KoudasGGSV03,Efficient Approximation Of Optimization Queries Under Parametric Aggregation Constraints,"Dimitrios Gunopulos, Nick Koudas, Divesh Srivastava, Michail Vlachos, Sudipto Guha",VLDB,2003,DBLP
journals/vldb/VaghaniRKSSLH94,The Aditi Deductive Database System,"Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",VLDB J.,1994,DBLP
conf/sigmod/ChaudhuriMN99,On Random Sampling over Joins,"Vivek R. Narasayya, Surajit Chaudhuri, Rajeev Motwani",SIGMOD Conference,1999,DBLP
conf/vldb/WaasCB01,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",VLDB,2001,DBLP
conf/sigmod/AdaliSS99,A Multimedia Presentation Algebra,"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian",SIGMOD Conference,1999,DBLP
journals/tods/FraternaliT95,A Structured Approach for the Definition of the Semantics of Active Databases,"Letizia Tanca, Piero Fraternali",ACM Trans. Database Syst.,1995,DBLP
conf/vldb/AgrawalS94,Fast Algorithms for Mining Association Rules in Large Databases,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1994,DBLP
conf/vldb/Baumann03,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",Peter Baumann,VLDB,2003,DBLP
conf/sigmod/WangCMSSZ94,Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results,"Kaizhong Zhang, Jason Tsong-Li Wang, Bruce A. Shapiro, Thomas G. Marr, Gung-Wei Chirn, Dennis Shasha",SIGMOD Conference,1994,DBLP
conf/sigmod/PatelD96,Partition Based Spatial-Merge Join,"David J. DeWitt, Jignesh M. Patel",SIGMOD Conference,1996,DBLP
conf/vldb/WeberSNSS03,WebService Composition with O'GRAPE and OSIRIS,"Christoph Schuler, Hans-Jˆrg Schek, Patrick Neukomm, Roger Weber, Heiko Schuldt",VLDB,2003,DBLP
conf/vldb/KeimH99,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,"Daniel A. Keim, Alexander Hinneburg",VLDB,1999,DBLP
journals/sigmod/SchlageterBHMSW95,The Database Group at University of Hagen (FernUniversitaet),"Silke Mittrach, Gunter Schlageter, Thomas Berkel, Andreas Scherer, Eberhard Heuel, Wolfgang Wilkes",SIGMOD Record,1995,DBLP
conf/sigmod/DeligiannakisR03,Extended Wavelets for Multiple Measures,"Antonios Deligiannakis, Nick Roussopoulos",SIGMOD Conference,2003,DBLP
conf/vldb/WitkowskiBBFGSS03,Business Modelling Using SQL Spreadsheets,"Nathan Folkert, Abhinav Gupta, Andrew Witkowski, Srikanth Bellamkonda, Lei Sheng, Tolga Bozkaya, Sankar Subramanian",VLDB,2003,DBLP
conf/sigmod/SeidlK98,Optimal Multi-Step k-Nearest Neighbor Search,"Thomas Seidl, Hans-Peter Kriegel",SIGMOD Conference,1998,DBLP
conf/sigmod/Aggarwal02,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal,SIGMOD Conference,2002,DBLP
journals/vldb/FangGM96,An Experimental System for Object-Based Sharing in Federated Databases,"Shahram Ghandeharizadeh, Doug Fang",VLDB J.,1996,DBLP
conf/sigmod/Moore95,The Lotus Notes Storage System,Kenneth Moore,SIGMOD Conference,1995,DBLP
conf/vldb/AbiteboulABBNM03,Schema-driven Customization of Web Services,"Bernd Amann, Serge Abiteboul, JÈrÙme Baumgarten, Omar Benjelloun, Tova Milo, Frederic Dang Ngoc",VLDB,2003,DBLP
journals/tods/PolyzoisG94,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,"Christos A. Polyzois, Hector Garcia-Molina",ACM Trans. Database Syst.,1994,DBLP
conf/sigmod/Miller98,Using Schematically Heterogeneous Structures,RenÈe J. Miller,SIGMOD Conference,1998,DBLP
conf/vldb/KemperKW99,Generalised Hash Teams for Join and Group-by,"Donald Kossmann, Alfons Kemper, Christian Wiesner",VLDB,1999,DBLP
conf/sigmod/PossSKL02,"TPC-DS, taking decision support benchmarking to the next level","Bryan Smith, Meikel Pˆss, Lubor Koll·r, Per-≈ke Larson",SIGMOD Conference,2002,DBLP
conf/vldb/VenkataramanZ98,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang",VLDB,1998,DBLP
conf/vldb/FlodinR95,Processing Object-Oriented Queries with Invertible Late Bound Functions,"Tore Risch, Staffan Flodin",VLDB,1995,DBLP
journals/sigmod/Fagin02,Combining Fuzzy Information: an Overview,Ronald Fagin,SIGMOD Record,2002,DBLP
conf/vldb/NicklasGS03,"NexusScout: An Advanced Location-Based Application on a Distributed, Open Mediation Platform","Matthias Groﬂmann, Thomas Schwarz, Daniela Nicklas",VLDB,2003,DBLP
conf/vldb/EsterKSWX98,Incremental Clustering for Mining in a Data Warehousing Environment,"Xiaowei Xu, Michael Wimmer, Jˆrg Sander, Martin Ester, Hans-Peter Kriegel",VLDB,1998,DBLP
conf/sigmod/FaginKS03,Efficient similarity search and classification via rank aggregation,"Ravi Kumar, D. Sivakumar, Ronald Fagin",SIGMOD Conference,2003,DBLP
journals/vldb/BerchtoldKK97,Using Extended Feature Objects for Partial Similarity Retrieval,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB J.,1997,DBLP
journals/vldb/MedjahedBE03,Composing Web services on the Semantic Web,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",VLDB J.,2003,DBLP
conf/sigmod/DeshpandeNGS03a,IrisNet: Internet-scale Resource-Intensive Sensor Services,"Amol Deshpande, Suman Kumar Nath, Phillip B. Gibbons, Srinivasan Seshan",SIGMOD Conference,2003,DBLP
conf/sigmod/HoAMS97,Range Queries in OLAP Data Cubes,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",SIGMOD Conference,1997,DBLP
conf/sigmod/ReissK03,A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,"Tapas Kanungo, Frederick Reiss",SIGMOD Conference,2003,DBLP
conf/vldb/RamanRH99,Online Dynamic Reordering for Interactive Data Processing,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",VLDB,1999,DBLP
journals/vldb/TanGO00,Progressive evaluation of nested aggregate queries,"Cheng Hian Goh, Beng Chin Ooi, Kian-Lee Tan",VLDB J.,2000,DBLP
journals/tods/Jagadish95,The INCINERATE Data Model,H. V. Jagadish,ACM Trans. Database Syst.,1995,DBLP
journals/sigmod/OukselS99,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,"Amit P. Sheth, Aris M. Ouksel",SIGMOD Record,1999,DBLP
conf/sigmod/FegarasSRM00,lambda-DB: An ODMG-Based Object-Oriented DBMS,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan",SIGMOD Conference,2000,DBLP
conf/sigmod/Blakeley96,Data Access for the Masses through OLE DB,JosÈ A. Blakeley,SIGMOD Conference,1996,DBLP
conf/sigmod/MamoulisP99,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,DBLP
journals/sigmod/SofferMC02,Report on the Mobile Search Workshop at WWW 2002,"Bay-Wei Chang, YoÎlle S. Maarek, Aya Soffer",SIGMOD Record,2002,DBLP
conf/sigmod/LoR96,Spatial Hash-Joins,"Ming-Ling Lo, Chinya V. Ravishankar",SIGMOD Conference,1996,DBLP
journals/vldb/LinJF94,The TV-Tree: An Index Structure for High-Dimensional Data,"King-Ip Lin, H. V. Jagadish, Christos Faloutsos",VLDB J.,1994,DBLP
conf/vldb/SripadaW94,Cumulative Updates,"Beat W¸thrich, Suryanarayana M. Sripada",VLDB,1994,DBLP
journals/sigmod/SalgadoE03,Report on the 17th Brazilian Symposium on Database Systems (SBBD 2002),"Nina Edelweiss, Ana Carolina Salgado",SIGMOD Record,2003,DBLP
journals/sigmod/Snodgrass01a,Accessibility of the Database Literature,Richard T. Snodgrass,SIGMOD Record,2001,DBLP
journals/sigmod/Stonebraker02,Too Much Middleware,Michael Stonebraker,SIGMOD Record,2002,DBLP
conf/sigmod/Rosenthal01,Will Database Researchers Have ANY Role in Data Security? (Panel Abstract),Arnon Rosenthal,SIGMOD Conference,2001,DBLP
conf/sigmod/LahiriJJC98,"50,000 Users on an Oracle8 Universal Server Database","Ashok Josji, Tirthankar Lahiri, Amit Jasuja, Sumanta Chatterjee",SIGMOD Conference,1998,DBLP
conf/vldb/ChangG00,Approximate Query Translation Across Heterogeneous Information Sources,"Hector Garcia-Molina, Kevin Chen-Chuan Chang",VLDB,2000,DBLP
conf/vldb/Blecken00,Media360 Workflow-Implementing a Workflow Engine Inside a Database,Carsten Blecken,VLDB,2000,DBLP
conf/sigmod/HeC03,Statistical Schema Matching across Web Query Interfaces,"Bin He, Kevin Chen-Chuan Chang",SIGMOD Conference,2003,DBLP
journals/vldb/HuangDT99,Constant Time Permutation: An Efficient Block Allocation Strategy for Variable-Bit-Rate Continuous Media Data,"Jen-Wen Ding, Yueh-Min Huang, Shiao-Li Tsao",VLDB J.,1999,DBLP
journals/tods/KossmannFDA00,Cache investment: integrating query optimization and distributed data placement,"Donald Kossmann, Gerhard Drasch, Michael J. Franklin",ACM Trans. Database Syst.,2000,DBLP
journals/sigmod/Franklin97b,Editor's Notes,Michael J. Franklin,SIGMOD Record,1997,DBLP
journals/sigmod/Mendelzon98,Information Director's Message,Alberto O. Mendelzon,SIGMOD Record,1998,DBLP
journals/sigmod/BabuW01,Continuous Queries over Data Streams,"Jennifer Widom, Shivnath Babu",SIGMOD Record,2001,DBLP
journals/sigmod/Fong97,Converting Relational to Object-Oriented Databases,Joseph Fong,SIGMOD Record,1997,DBLP
conf/sigmod/HouZ95,Enhancing Database Correctness: a Statistical Approach,"Wen-Chi Hou, Zhongyang Zhang",SIGMOD Conference,1995,DBLP
journals/sigmod/GeppertD94,Constructing the Next 100 Database Management Systems,"Andreas Geppert, Klaus R. Dittrich",SIGMOD Record,1994,DBLP
conf/sigmod/HanPDW01,Efficient Computation of Iceberg Cubes with Complex Measures,"Guozhu Dong, Jian Pei, Jiawei Han, Ke Wang",SIGMOD Conference,2001,DBLP
conf/vldb/CooperSFHS01,A Fast Index for Semistructured Data,"Brian Cooper, GÌsli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",VLDB,2001,DBLP
conf/sigmod/ProcopiucJAM02,A Monte Carlo algorithm for fast projective clustering,"Michael Jones, Pankaj K. Agarwal, T. M. Murali, Cecilia Magdalena Procopiuc",SIGMOD Conference,2002,DBLP
journals/sigmod/CaleroPR03,Towards a database body of knowledge: a study from Spain,"Mario Piattini, Francisco Ruiz, Coral Calero",SIGMOD Record,2003,DBLP
conf/vldb/NieKH03,BibFinder/StatMiner: Effectively Mining and Using Coverage and Overlap Statistics in Data Integration,"Subbarao Kambhampati, Zaiqing Nie, Thomas Hernandez",VLDB,2003,DBLP
